Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
AAL1606,B752/Q ,KLAS,McCarran Intl,"Las Vegas, NV",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:45,7/11/13 18:54,2:09
ASQ4518,E145/Q ,KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:45,7/11/13 18:57,2:12
WJA1554,B737/Q ,CYYC,Calgary Int'l,"Calgary, Alberta",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:46,7/11/13 19:57,3:11
EGF3135,E135/Q ,KCHS,Charleston Afb/Intl,"Charleston, SC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:46,7/11/13 19:08,2:22
AAL1128,B738/Q ,KSNA,John Wayne Arpt,"Santa Ana, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:47,7/11/13 19:27,2:40
EGF2746,E145/Q ,KCID,The Eastern Iowa,"Cedar Rapids, IA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:47,7/11/13 18:18,1:31
AAL893,B738/Q ,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:48,7/11/13 18:28,1:40
EGF3114,E145/Q ,KEVV,Evansville Rgnl,"Evansville, IN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:50,7/11/13 18:21,1:31
AAL27,B772/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",RKSI,Incheon Int'l,Incheon (near Seoul),7/11/13 16:50,7/12/13 5:55,13:05
AAL470,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPIT,Pittsburgh Intl,"Pittsburgh, PA",7/11/13 16:50,7/11/13 19:02,2:12
EGF2855,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",7/11/13 16:52,7/11/13 17:16,0:24
AAL2096,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBWI,Baltimore/Washington Intl,"Baltimore, MD",7/11/13 16:52,7/11/13 19:55,3:03
UAL607,A319/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:52,7/11/13 18:37,1:45
AAL745,B738/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:53,7/11/13 20:07,3:14
AAL2283,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAS,McCarran Intl,"Las Vegas, NV",7/11/13 16:53,7/11/13 19:08,2:15
AAL1506,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 16:53,7/11/13 20:11,3:18
EGF2806,E135/Q ,KBTR,Baton Rouge Metro,"Baton Rouge, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:55,7/11/13 17:53,0:58
AAL1649,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne Arpt,"Santa Ana, CA",7/11/13 16:55,7/11/13 19:23,2:28
AAL1906,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:55,7/11/13 17:41,0:46
EGF2978,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRR,Gerald R. Ford Intl,"Grand Rapids, MI",7/11/13 16:55,7/11/13 19:04,2:09
AAL894,MD80/Q ,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:55,7/11/13 19:00,2:05
ASQ5158,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCVG,N Kentucky Intl,"Covington, KY",7/11/13 16:56,7/11/13 18:50,1:54
AAL1435,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KOKC,Will Rogers World,"Oklahoma City, OK",7/11/13 16:56,7/11/13 17:30,0:34
AAL1979,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFAT,Fresno Yosemite Intl,"Fresno, CA",7/11/13 16:57,7/11/13 19:51,2:54
AAL2068,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCMH,Port Columbus Intl,"Columbus, OH",7/11/13 16:58,7/11/13 18:58,2:00
AAL880,MD83/Q ,KSAN,San Diego Intl,"San Diego, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:59,7/11/13 19:33,2:34
KAL32,B772/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",RKSI,Incheon Int'l,Incheon (near Seoul),7/11/13 16:59,7/12/13 7:28,14:29
EGF3334,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYS,Mc Ghee Tyson,"Knoxville, TN",7/11/13 16:59,7/11/13 18:44,1:45
EGF2727,E135/Q ,KABI,Abilene Rgnl,"Abilene, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:00,7/11/13 17:32,0:32
EGF2837,E135/Q ,KROW,Roswell Intl Air Center,"Roswell, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:00,7/11/13 18:11,1:11
SKV7486,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",7/11/13 17:00,7/11/13 19:32,2:32
AAL1753,MD80/Q ,KCMH,Port Columbus Intl,"Columbus, OH",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:00,7/11/13 19:05,2:05
AAL609,B738/Q ,KBDL,Bradley Intl,"Windsor Locks, CT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:01,7/11/13 20:29,3:28
AAL411,MD80/Q ,KMCO,Orlando Intl,"Orlando, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:01,7/11/13 19:19,2:18
AAL1447,MD80/Q ,KELP,El Paso Intl,"El Paso, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:02,7/11/13 18:22,1:20
AAL1934,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KXNA,Northwest Arkansas Rgnl,"Fayetteville/Springdale/, AR",7/11/13 17:02,7/11/13 17:48,0:46
AAL1587,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMPR,Lic. Gustavo Diaz Ordaz Int'l,"Puerto Vallarta, Jalisco",7/11/13 17:03,7/11/13 19:08,2:05
N65966,AEST/G ,KSAW,Sawyer Intl,"Marquette, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:03,7/11/13 18:56,1:53
EGF2841,E145/Q ,KSAF,Santa Fe Muni,"Santa Fe, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:04,7/11/13 18:21,1:17
AAL2286,MD82/Q ,KICT,Wichita Mid-Continent,"Wichita, KS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:04,7/11/13 18:00,0:56
CPZ5697,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",7/11/13 17:04,7/11/13 19:10,2:06
AWE1101,A321/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:06,7/11/13 19:12,2:06
CAL5254,B744/Q ,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:07,7/11/13 18:44,1:37
AAL511,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCOS,Colorado Sprgs Muni,"Colorado Springs, CO",7/11/13 17:07,7/11/13 18:31,1:24
AAL698,MD80 ,MMMY,General Mariano Escobedo Int'l,"Monterrey, Nuevo Leon",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:08,7/11/13 18:27,1:19
ASH3729,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAD,Washington Dulles Intl,"Washington, DC",7/11/13 17:08,7/11/13 20:03,2:55
AAL1046,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHL,Philadelphia Intl,"Philadelphia, PA",7/11/13 17:09,7/11/13 20:20,3:11
EGF2752,E145/Q ,KFWA,Fort Wayne Intl,"Fort Wayne, IN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:10,7/11/13 19:10,2:00
EGF3007,E145/Q ,KGRR,Gerald R. Ford Intl,"Grand Rapids, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:10,7/11/13 19:12,2:02
NKS215,A320/Q ,KPHL,Philadelphia Intl,"Philadelphia, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:11,7/11/13 20:11,3:00
EGF2541,CRJ7 ,KBRO,Brownsville Intl,"Brownsville, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:11,7/11/13 18:30,1:19
AAL1171,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 17:11,7/11/13 19:02,1:51
AAL2298,B763/Q ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:11,7/11/13 20:02,2:51
ASQ2541,CRJ2/Q ,KBRO,Brownsville Intl,"Brownsville, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:12,7/11/13 18:29,1:17
AAL1841,MD83/Q ,KEWR,Newark Liberty Intl,"Newark, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:12,7/11/13 20:21,3:09
EGF3171,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLL,Easterwood Field,"College Station, TX",7/11/13 17:13,7/11/13 17:40,0:27
AAL1677,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 17:14,7/11/13 20:27,3:13
AAL1620,MD80/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:14,7/11/13 18:36,1:22
ASQ2504,CRJ2/Q ,KTXK,Texarkana Rgnl-Webb Field,"Texarkana, AR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:15,7/11/13 17:50,0:35
AAL2348,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 17:15,7/11/13 19:02,1:47
EGF2936,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMAS,Lic. Jesus Teran Peredo Int'l,"Aguascalientes, Aguascalientes",7/11/13 17:16,7/11/13 19:03,1:47
AAL2055,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPDX,Portland Intl,"Portland, OR",7/11/13 17:16,7/11/13 20:40,3:24
EGF3222,E145/Q ,KMSN,Dane Co Rgnl,"Madison, WI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:16,7/11/13 19:08,1:52
EGF2760,E145/Q ,KMOB,Mobile Rgnl,"Mobile, AL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:18,7/11/13 18:39,1:21
AAL2323,MD80/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:18,7/11/13 19:06,1:48
EGF3257,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYR,Tyler Pounds Rgnl,"Tyler, TX",7/11/13 17:19,7/11/13 17:41,0:22
AAL2200,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAUS,Austin-Bergstrom Intl,"Austin, TX",7/11/13 17:19,7/11/13 17:49,0:30
UAE222,B77L/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",OMDB,Dubai Int'l,Dubai,7/11/13 17:20,7/12/13 7:43,14:23
EGF2900,E145 ,MMAS,Lic. Jesus Teran Peredo Int'l,"Aguascalientes, Aguascalientes",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:22,7/11/13 19:28,2:06
EGF3116,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFAR,Hector Intl,"Fargo, ND",7/11/13 17:22,7/11/13 19:45,2:23
NKS917,A319/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:22,7/11/13 20:36,3:14
EGF3188,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLIT,Bill And Hillary Clinton National/Adams Field,"Little Rock, AR",7/11/13 17:23,7/11/13 18:15,0:52
AAL1998,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFLL,Hollywood Int'l,"Fort Lauderdale, FL",7/11/13 17:24,7/11/13 20:00,2:36
AAL2230,MD83/Q ,KAUS,Austin-Bergstrom Intl,"Austin, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:24,7/11/13 18:04,0:40
EGF3319,E135/Q ,KLFT,Lafayette Rgnl,"Lafayette, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:24,7/11/13 18:20,0:56
EGF3076,E145/Q ,KVPS,Eglin Afb,"Valparaiso, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:25,7/11/13 19:05,1:40
EGF2995,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABI,Abilene Rgnl,"Abilene, TX",7/11/13 17:25,7/11/13 17:58,0:33
DAL1710,MD88/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 17:25,7/11/13 19:11,1:46
EGF2894,E135/Q ,KMLI,Quad City Intl,"Moline, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:26,7/11/13 18:58,1:32
EGF3330,E135/Q ,KLEX,Blue Grass,"Lexington, KY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:26,7/11/13 19:14,1:48
EGF2956,E145/Q ,KSAV,Savannah/Hilton Head Intl,"Savannah, GA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:27,7/11/13 19:44,2:17
AAL833,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMX,Lic. Benito Juarez Int'l,Mexico City,7/11/13 17:28,7/11/13 19:24,1:56
NKS948,A320/Q ,MMUN,Cancun Int'l,"Cancun, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:29,7/11/13 19:53,2:24
AAL175,B772/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",RJAA,Narita Int'l,Tokyo (Narita),7/11/13 17:30,7/12/13 6:04,12:34
NKS364,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSY,New Orleans Intl,"New Orleans, LA",7/11/13 17:30,7/11/13 18:36,1:06
AAL2431,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 17:32,7/11/13 20:04,2:32
EGF3424,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGPT,Gulfport-Biloxi Intl,"Gulfport, MS",7/11/13 17:32,7/11/13 18:56,1:24
EGF3182,E145/Q ,KLAW,Lawton-Fort Sill Rgnl,"Lawton, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:33,7/11/13 18:04,0:31
CPZ5808,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 17:34,7/11/13 20:51,3:17
EGF3233,E135/Q ,KMTJ,Montrose Rgnl,"Montrose, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:34,7/11/13 17:34,n/a
AAL1489,MD80/Q ,KIAD,Washington Dulles Intl,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:37,7/11/13 20:15,2:38
JBU1115,E190/Q ,KBOS,Boston Logan Intl,"Boston, MA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:37,7/11/13 21:21,3:44
AAL2103,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLBB,Lubbock Smith Intl,"Lubbock, TX",7/11/13 17:37,7/11/13 18:17,0:40
NWF338,C560/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPWK,Chicago Executive,"Chicago/Prospect Heights/Wheeling, IL",7/11/13 17:38,7/11/13 19:47,2:09
EGF2972,E145/Q ,KGSP,Greenville/Spartanburg Intl,"Greer, SC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:39,7/11/13 19:46,2:07
AAL1885,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSEA,Seattle-Tacoma Intl,"Seattle, WA",7/11/13 17:39,7/11/13 21:14,3:35
AWE267,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 17:40,7/11/13 19:31,1:51
ASQ4710,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 17:41,7/11/13 18:20,0:39
EGF2810,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLCH,Lake Charles Rgnl,"Lake Charles, LA",7/11/13 17:42,7/11/13 18:35,0:53
AAL1104,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCI,Kansas City Intl,"Kansas City, MO",7/11/13 17:42,7/11/13 18:57,1:15
EGF2989,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMKE,General Mitchell Intl,"Milwaukee, WI",7/11/13 17:42,7/11/13 19:49,2:07
EGF3304,E145/Q ,KSDF,Louisville Intl,"Louisville, KY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:42,7/11/13 19:25,1:43
EGF2953,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMM,General Francisco J. Mujica Int'l,"Morelia, Michoacan",7/11/13 17:45,7/11/13 19:51,2:06
ASQ2521,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBPT,Jack Brooks Rgnl,"Beaumont/Port Arthur, TX",7/11/13 17:45,7/11/13 18:34,0:49
AAL1795,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 17:46,7/11/13 18:29,0:43
AAL1301,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSLC,Salt Lake City Intl,"Salt Lake City, UT",7/11/13 17:46,7/11/13 19:57,2:11
AWE1773,A321/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 17:47,7/11/13 19:47,2:00
UPS2292,A306/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 17:48,7/11/13 19:59,2:11
EGF3417,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMAF,Midland Intl,"Midland, TX",7/11/13 17:48,7/11/13 18:34,0:46
AAL1190,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 17:49,7/11/13 18:28,0:39
AAL2410,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 17:50,7/11/13 21:13,3:23
EGF3225,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSPS,Sheppard Afb ,"Wichita Falls, TX",7/11/13 17:50,7/11/13 18:14,0:24
EGF2855,E145/Q ,KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:51,7/11/13 18:24,0:33
AAL1292,MD80/Q ,KTUL,Tulsa Intl,"Tulsa, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:52,7/11/13 18:31,0:39
AAL2006,MD80/Q ,KTUS,Tucson Intl,"Tucson, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:52,7/11/13 19:44,1:52
EGF2961,E145/Q ,KCRP,Corpus Christi Intl,"Corpus Christi, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:52,7/11/13 18:56,1:04
AAL752,MD80 ,MMGL,Don Miguel Hidalgo y Costilla Int'l,"Guadalajara, Jalisco",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:52,7/11/13 19:57,2:05
AAL1137,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUS,Tucson Intl,"Tucson, AZ",7/11/13 17:52,7/11/13 19:37,1:45
AAL732,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 17:52,7/11/13 21:04,3:12
AAL1277,MD80/Q ,KBWI,Baltimore/Washington Intl,"Baltimore, MD",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:52,7/11/13 20:44,2:52
ASH3749,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 17:53,7/11/13 19:44,1:51
AAL882,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTPA,Tampa Intl,"Tampa, FL",7/11/13 17:53,7/11/13 19:51,1:58
AAL500,B738/Q ,KSNA,John Wayne Arpt,"Santa Ana, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:53,7/11/13 20:42,2:49
AAL491,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSMF,Sacramento Intl,"Sacramento, CA",7/11/13 17:53,7/11/13 20:52,2:59
AAL1513,MD82/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAN,San Diego Intl,"San Diego, CA",7/11/13 17:54,7/11/13 20:16,2:22
NKS893,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMUN,Cancun Int'l,"Cancun, Quintana Roo",7/11/13 17:55,7/11/13 17:55,n/a
FLG3335,CRJ9/Q ,KCVG,N Kentucky Intl,"Covington, KY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:55,7/11/13 19:45,1:50
AAL1592,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 17:56,7/11/13 20:09,2:13
AWE371,A320/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:56,7/11/13 20:03,2:07
AAL2352,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 17:57,7/11/13 19:50,1:53
EGF2920,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KVPS,Eglin Afb,"Valparaiso, FL",7/11/13 17:58,7/11/13 19:38,1:40
EGF3275,E135/Q ,MMLO,Del Bajio Guanajuato Int'l,"Silao, Guanajuato",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:58,7/11/13 20:00,2:02
AAL1009,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",7/11/13 17:58,7/11/13 19:18,1:20
AAL7,B763/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",PHOG,Kahului,"Kahului, HI",7/11/13 17:59,7/12/13 1:18,7:19
AAL1211,B738/Q ,KSAN,San Diego Intl,"San Diego, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:59,7/11/13 20:42,2:43
AAL1707,B752/Q ,KMCO,Orlando Intl,"Orlando, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 17:59,7/11/13 20:10,2:11
N33DF,BE36/U ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCBK,Shalz Field,"Colby, KS",7/11/13 17:59,7/11/13 20:44,2:45
AWE556,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHL,Philadelphia Intl,"Philadelphia, PA",7/11/13 17:59,7/11/13 21:06,3:07
AAL673,MD80/Q ,KSTL,Lambert-St Louis Intl,"St Louis, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:00,7/11/13 19:20,1:20
AAL2024,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMIA,Miami Intl,"Miami, FL",7/11/13 18:00,7/11/13 20:50,2:50
